,name,ownerAddress,breedCount,pegaTotalRaces,speed,strength,wind,fire,water,lightning,gender,bloodLine,breedType,winRate,win,lose,avg_position,firt_places,second_places,third_places,total_rewards
0,Vitalik | ToknGaming,0x7b0bd60CFc513bCBF99A74842985bf2F20FB434d,2,164,0.18,1.62,4.33,3.36,6.22,7.03,Female,Klin,Pacer,0.1,17,147,9.76,2,5,3,508
0,Huevo,0x0200A077aCb7a1F0eb3A3c1fB3E412300940506b,4,256,6.11,8.51,4.02,6.18,5.49,4.18,Female,Zan,Founding,0.14,36,220,8.48,1,1,5,279
0,Overclocked | 103,0x7799d0840016e71DC8DA5d06959A7f9e4324476D,3,251,0.04,3.73,4.63,1.48,0.51,8.8,Male,Klin,Pacer,0.19,48,203,9.94,6,9,2,1078
0,Flash Bang Zoom,0xD4006ed65539f175F4E021967befaFb91cfE453C,2,157,2.59,3.55,0.56,2.3,8.38,7.25,Female,Zan,Pacer,0.23,36,121,7.58,5,13,7,1279
0,Lively One,0xb78361Cb1068B29ECc12D43C85d8d6d615Dd6bB1,2,254,0.04,7.67,6.53,5.71,5.53,6.62,Female,Hoz,Pacer,0.19,48,206,7.16,4,4,5,726
0,Bernita Torp,0x08ac1d3DEC5393F90Dba50BB83be1f67753c7172,3,258,4.3,4.15,4.23,2.22,6.87,6.02,Male,Hoz,Pacer,0.26,68,190,7.02,7,8,11,1373
0,EternalXL,0x37e90d88B5aEFE0aB9FfC58C54204ae595c0EA4C,2,242,7.47,6.65,7.27,5.05,3.46,3.77,Female,Zan,Legendary,0.16,39,203,7.72,6,7,2,990
0,065 PathDAO,0xcA7AC099CDefCCA6483218117D0C44B39ddB15EB,4,259,3.83,2.92,4.69,2.06,0.2,2.64,Male,Hoz,Pacer,0.22,58,201,6.97,7,8,3,1165
0,Knightlight,0x7bC1C2E788a30208150AdDd5020723D7a978b7dD,2,257,2.83,3.71,0.89,0.54,5.74,4.53,Female,Zan,Pacer,0.21,54,203,8.07,2,8,8,770
0,ã¦ãå¨,0xCDf8F40F77c542c8d00F79D91610D36bA07a9988,3,182,6.46,5.84,4.49,3.09,3.09,6.55,Male,Hoz,Pacer,0.16,30,152,8.1,3,2,12,715
0,Cloudseeker,0x7f96F1a446E31dFcE41e371E1A235A1Eb13fff5F,3,240,1.2,8.34,0.65,2.04,0.25,4.08,Male,Hoz,Pacer,0.19,45,195,7.89,4,6,7,866
0,Cheveux,0x9D8B594991006260f8B56CD69Bd2D4B6C2563bc7,2,156,7.23,3.18,2.02,0.7,1.19,2.03,Male,Zan,Pacer,0.22,34,122,6.51,3,7,12,935
0,Samael The Fallen,0xcEA75E9A9f3D7b78a3a65F49296C108B3E692932,2,254,8.87,0.96,5.77,4.63,5.44,6.98,Male,Klin,Pacer,0.49,125,129,3.68,28,22,13,4246
0,MER.12,0xa1a72e00A99E587EAfaB568EC031959AB047b429,3,250,3.68,0.05,1.2,0.05,8.61,3.92,Female,Zan,Legendary,0.28,71,179,6.71,19,10,4,2539
0,LA P-041,0x4926bd156BaDD09fD9A07A08c2F3146Ae57cD8b0,3,243,6.23,2.95,2.78,6.32,3.85,5.61,Female,Hoz,Pacer,0.25,61,182,6.05,11,6,12,1731
0,Jasmine | GaCha | TCG,0xFC60d6c97D7c6254DD31b1eaaBbD4b6149012059,2,245,3.08,4.96,8.66,4.94,6.13,4.2,Female,Zan,Rare,0.2,49,196,6.96,6,11,8,1322
0,BGG | Campona #34,0xbB28453a92d03156fDe3107575CFc67D77878455,2,262,1.6,7.52,2.58,7.0,2.95,3.07,Male,Campona,Pacer,0.17,44,218,8.12,4,3,5,682
0,CHRISTOFONE,0xB18b0099C4C01f227479293225E708d91eBF090C,3,145,6.66,1.29,7.55,4.1,5.83,2.7,Female,Klin,Pacer,0.43,63,82,5.54,18,12,13,2756
0,Dione,0xfb4C68B2cd4fdF2Af75E071E0639cB76D19c247c,3,236,1.94,8.68,5.04,3.93,3.7,5.27,Male,Hoz,Pacer,0.16,38,198,7.63,2,4,9,620
0,WONDER,0x0551adeDDB3bF6A2bA05f20eC5538664cb117a71,3,247,8.54,8.61,0.72,1.52,8.79,4.44,Female,Campona,Pacer,0.16,40,207,8.91,7,4,6,1067
0,Iron Pega #17,0xdE0496D87608681e65ad58C83DF73dD5E9183477,3,268,5.71,0.91,1.98,2.39,5.98,4.66,Female,Klin,Pacer,0.29,78,190,5.09,9,14,9,1795
0,San Jacinto,0x6788091CcCC454Fe821991Fbd71a2DA48922bd87,3,263,5.1,2.26,8.82,7.31,8.23,1.46,Female,Hoz,Pacer,0.37,98,165,6.0,25,16,7,3511
0,Kinsi,0x9c27A223EBf87Bd9B6751FE3d0749e8D13A5A763,3,243,2.63,0.49,6.89,2.96,5.86,3.37,Male,Zan,Rare,0.2,49,194,7.11,8,11,3,1402
0,MLS | Ab Ovo,0xc2df2B00b770D2710481a99a335C4340BB400060,3,252,2.42,7.88,5.9,1.18,2.18,7.07,Female,Campona,Pacer,0.18,46,206,8.56,5,5,7,927
0,Cregan,0x1712596aD9c84F042F46b421E5127f59159CA694,2,260,6.98,7.48,5.67,8.13,6.88,1.28,Female,Zan,Legendary,0.16,42,218,7.85,5,15,5,1315
0,DH | Cami,0x557E28577476d5838122fC6d4030F59f77294DBF,3,257,0.22,5.78,3.67,7.62,0.41,5.31,Male,Campona,Pacer,0.19,48,209,8.39,6,8,5,1112
0,JAS | Mante,0x3c2463B25146160f2d3CC94193d706c8d8868594,3,258,0.34,3.77,8.93,7.14,4.99,8.38,Female,Klin,Rare,0.11,28,230,9.06,2,4,4,490
0,Shadow Portia,0x59B7741b3e31c2252f7ab43E01209ab5A4d92cbE,2,255,4.33,2.04,8.21,5.48,8.26,4.71,Female,Zan,Pacer,0.2,52,203,7.04,6,12,4,1262
0,Blue | N.Kante,0x48daC5D362493aD063ab6923581c2ed2ea046f7f,3,247,5.9,3.49,3.97,2.74,5.26,7.85,Male,Hoz,Pacer,0.26,63,184,6.66,6,13,13,1540
0,Drow,0x918B3d84499f9A054e73D798E5A992D7770e11C3,3,265,2.69,2.36,1.29,7.25,7.06,5.3,Male,Hoz,Rare,0.26,70,195,6.48,13,5,10,1845
0,Aphrodite | Astro Academy,0x0BF3EA63A8d08447ab57f07a71C1BFCd28638685,3,183,3.88,4.73,3.86,2.08,4.15,2.93,Male,Zan,Pacer,0.12,22,161,8.24,1,4,6,437
0,Hambletonian,0x5442AB2753DEe3caec88b614037aE298E74c3990,3,255,2.98,7.57,8.65,6.45,7.87,5.86,Female,Zan,Epic,0.23,58,197,6.94,8,7,12,1460
0,Laden,0x7C394E295660d58A8D232f96a5e6DFd224F85291,4,241,4.55,6.63,8.02,7.31,0.71,3.61,Male,Hoz,Pacer,0.2,47,194,7.75,7,9,9,1365
0,ððððððð | zan#999,0x354A97346A0E7eC836316cD3462c0DC1f9016C57,3,262,8.41,3.12,4.28,0.29,0.01,7.99,Male,Zan,Rare,0.27,72,190,6.77,22,6,3,2652
0,Nolan Wunsch,0xEd308EDdEe26773FD19Bde6af48eDAc0ba9064F6,3,26,4.5,1.77,5.7,0.13,3.66,3.25,Male,Hoz,Pacer,0.31,8,18,6.076923076923077,3,1,4,463
0,RNT 69,0x343DEfbb0dfd4293292fBC3c296d29eDF2c79E5e,3,255,5.59,7.29,4.46,8.32,0.77,6.87,Male,Hoz,Pacer,0.21,54,201,9.36,5,10,4,1069
0,axe | SSE,0x77fcCD013938DC08C92789B22ff99A05A8d302D3,2,251,1.41,2.45,7.62,1.05,6.19,3.39,Female,Klin,Pacer,0.22,54,197,6.69,6,10,11,1356
0,Donatello | nguilds.com,0x609F10EF05e5b068382d1a6D68409b437160d064,3,249,3.84,7.97,1.34,0.45,6.1,3.11,Female,Zan,Rare,0.16,40,209,8.07,3,4,7,673
0,5,0x34A9C739AA598D611aa558299030Ec8a09EaECf3,4,259,6.55,5.63,8.08,1.22,5.44,1.2,Female,Campona,Rare,0.26,68,191,8.45,12,8,8,1820
0,Pringles 2.0,0x684BDe8f220E1b2537ED13b3c91Eb397d7184fD4,3,259,0.47,2.02,1.28,5.4,3.13,1.7,Female,Zan,Epic,0.15,39,220,8.64,1,3,7,419
0,Brenda Morar,0x7F011d5c9d6dEBeB1776014D4dA25002c39Be99F,3,246,6.63,1.83,6.6,6.98,0.76,7.88,Female,Klin,Pacer,0.35,87,159,7.14,19,10,4,2539
0,Parot,0x69B02410219e4a730B09393d20A91C81C0a9bEC9,3,171,0.02,6.33,5.27,8.55,4.91,5.36,Female,Campona,Rare,0.16,27,144,7.46,6,2,3,796
0,Ahsoka Tano,0xb7dd9C6370e70325bd9177046ADC6B083aA666e4,3,168,5.18,5.26,1.12,2.59,8.57,7.46,Female,Campona,Epic,0.27,46,122,7.52,15,7,6,2039
0,Studebaker,0x9D8B594991006260f8B56CD69Bd2D4B6C2563bc7,2,252,8.99,7.95,3.42,5.14,8.05,7.83,Female,Campona,Pacer,0.15,37,215,8.44,0,5,3,298
0,PGX ALB 12,0x73Cc74F453bD4dBF29FD5Cbe3BfF3a5686eC2f80,2,248,5.11,3.14,7.37,1.98,8.89,4.74,Male,Klin,Rare,0.3,74,174,6.69,18,9,6,2442
0,KxK 06,0xDCCA28fBe2222b89F241c8C123b448E7631CB5a6,3,257,6.43,2.08,8.61,0.42,6.4,7.88,Female,Hoz,Pacer,0.28,73,184,6.4,16,12,5,2338
0,Aayla,0x9F58e79d5687d48cD5E9CF52085911c5a1c30DAb,3,251,3.95,1.53,6.83,7.11,5.97,1.67,Male,Hoz,Pacer,0.32,80,171,5.86,13,12,11,2179
0,$HT,0xD9aD361Ee5581f0aF5C307bD97153d1b535C0577,2,243,7.82,0.23,5.35,2.44,0.83,3.97,Male,Hoz,Pacer,0.44,107,136,3.91,17,21,17,3151
0,AGADOR | 03,0x19151413B06215f8a7a5c94E19E6A8a7e96312F5,3,190,8.6,7.71,6.16,4.91,6.44,4.34,Female,Campona,Pacer,0.13,24,166,8.14,6,2,5,848
0,Tamia | FLAG,0x42e31a3a85014044B8F3f85930c707052347d783,2,256,6.37,8.08,0.42,2.11,3.13,1.47,Male,Zan,Pacer,0.11,28,228,9.29,3,3,3,525
0,OnePiece 11,0xc4548cC309B79547AE7e289B33676e09eFA2D77E,3,246,8.51,8.39,6.87,1.53,3.69,5.23,Male,Hoz,Pacer,0.11,27,219,9.5,1,2,1,219
0,AL' ANDROMEDA,0xB5eF0e74D0B72d03d88d04F399aF8918B0969d82,2,243,7.5,4.37,0.39,5.72,4.14,4.44,Female,Campona,Pacer,0.21,52,191,7.28,10,9,4,1550
0,Yiyo  | KDS,0x1BEaDE1cDb52f0Cad3554a6144E954119BdE22f1,3,247,3.7,6.19,2.96,5.33,1.49,2.25,Male,Hoz,Pacer,0.18,44,203,7.51,4,6,9,918
0,Hou Hou,0x918B3d84499f9A054e73D798E5A992D7770e11C3,3,254,7.14,6.84,2.8,5.93,0.96,7.78,Male,Hoz,Pacer,0.23,59,195,9.05,7,9,3,1209
0,Pipitis Revolution,0xad60Ef0Da9BFbB9Cf98773FEdFb83F0aCcdCAcf6,3,249,2.43,8.37,6.34,7.78,0.27,6.88,Female,Zan,Epic,0.27,66,183,7.89,15,4,6,1907
0,H-13 | JCG,0x0CFbC4Fa2355BC0301176be4B2296D23e3E5a72B,3,253,2.16,5.36,3.7,4.87,8.35,7.11,Male,Hoz,Pacer,0.23,59,194,6.77,6,10,6,1226
0,Lawakan mo isip mo,0xC31C4f0e0E7107064A0F7201CA19b015d96D2f43,2,224,1.63,3.65,4.97,7.36,4.32,6.03,Male,Zan,Pacer,0.18,41,183,8.1,5,3,5,787
0,Pamput | TCG,0xF8d83341CE2689Ce21E285141740E80e590335C0,3,254,0.6,0.03,1.75,7.73,6.08,3.97,Male,Zan,Pacer,0.17,44,210,8.41,6,3,3,840
0,FROST #47 | RDG,0xE5dfe3Bc26a3187702ca1c2b0bA4765b7dB277B0,3,254,5.93,8.36,4.92,8.84,5.62,3.67,Male,Klin,Pacer,0.18,46,208,8.46,2,7,7,700
0,Dunkin Donut,0xe01119d80AAEcADe95Ee99274C209B48ceA59cAe,2,249,1.44,3.02,6.4,7.19,7.34,6.76,Male,Zan,Epic,0.18,45,204,7.85,1,3,10,497
0,Champagne Problems,0xC897EDC6E6a23Cbd03B6890f4439fD9c141e5De6,6,245,1.03,6.91,8.85,1.07,2.61,1.02,Male,Campona,Legendary,0.23,56,189,8.22,7,8,6,1243
0,RAFAELA,0x07c05E8209368585BafD7A3AA0bd13C75F2c409a,3,263,7.77,8.38,1.0,5.34,3.68,3.1,Female,Zan,Pacer,0.14,36,227,9.75,3,4,3,569
0,Bubba,0x543c11C75f513d42Fef4c213e4280E7691DE0A55,2,258,7.32,4.34,0.13,5.73,6.74,2.0,Male,Campona,Pacer,0.28,71,187,6.59,12,9,7,1838
0,Speed_Demon,0xC9472d19FbEcbb5A9890fDFC418477A20c26b08B,3,159,7.45,5.6,2.85,8.73,5.02,2.6,Male,Zan,Founding,0.16,25,134,7.88,3,7,4,727
0,Thicker than watre,0x251230Dd1E379526B019E7e4fC2b227415eEe7ce,3,98,1.05,5.63,6.19,2.21,7.99,4.11,Female,Klin,Epic,0.23,23,75,7.051020408163265,8,6,9,1338
0,Wilson Schneider | FLAG,0x9035AbF650f35070B8B210aA6f62Aa930F84b745,2,149,2.29,4.34,7.78,4.08,2.07,7.61,Male,Zan,Pacer,0.16,24,125,9.03,5,6,1,815
0,Ratched #36 | Real Deal,0xC897EDC6E6a23Cbd03B6890f4439fD9c141e5De6,3,259,3.07,0.83,7.42,6.65,2.08,5.57,Female,Zan,Epic,0.19,50,209,7.12,7,9,9,1365
0,Real Deal 132,0x664Fe01207Dc37C84A97A8dCdC28bCc1Da6bEE57,5,237,5.61,8.6,5.03,5.44,3.85,5.69,Male,Klin,Founding,0.15,36,201,7.96,2,4,7,568
0,Mau 2 | Rank X,0xC21d3c21B2B5ED2f78403E1c4ed55ac0541Bf0e3,2,256,0.46,7.12,7.84,8.61,4.89,0.65,Male,Hoz,Pacer,0.24,61,195,7.94,9,6,8,1417
0,Armadyl,0x97CedFC30F3f95552a41f4ef386ea9dEdDb24c8A,3,240,0.61,6.03,2.49,2.47,3.28,2.75,Male,Hoz,Pacer,0.22,52,188,7.16,2,8,7,744
0,Wenmintser,0xD21E67cB154965343dcEFF71B879c3912A3664E8,2,257,0.45,5.68,2.81,8.66,0.54,3.76,Female,Zan,Rare,0.21,55,202,7.73,3,6,12,891
0,Hokage,0x0a2492d1B9a80fe094A011D645666653f3D3FC09,3,256,2.74,2.53,5.84,4.06,0.07,6.21,Female,Campona,Pacer,0.2,50,206,8.82,6,8,7,1164
0,R2-PZG,0x09e9f817E4D29D9e0c5F20358B523C329D9dB839,3,241,0.39,4.9,5.51,2.5,1.52,6.07,Female,Hoz,Rare,0.17,40,201,8.08,1,8,6,613
0,Accelgor,0xf984Cb4A5d7863C7c2733DE30491512a7970fc4e,2,244,7.54,6.34,6.95,4.14,4.17,5.68,Female,Hoz,Rare,0.15,36,208,7.75,2,3,6,498
0,kenneth,0xC1b6Bf0A3Dd0Cd91Aa544d440FA00777dd412d75,3,260,8.9,6.57,1.42,2.76,1.8,3.44,Male,Hoz,Pacer,0.11,29,231,9.6,1,3,2,289
0,Fusil Ã  Compona,0x61cDFE7Eeb59401444a01077b85816CD95d4F663,3,204,7.72,0.82,2.12,2.63,4.86,5.37,Male,Campona,Rare,0.44,89,115,4.2,24,13,10,3352
0,BGG | Hoz #52,0x4Fc6d63844b1EE1B8375E09B740c5458f3b1e156,3,250,0.99,2.82,1.35,2.22,5.84,7.41,Male,Hoz,Pacer,0.17,42,208,8.44,5,3,6,813
0,Mommy Cat Junior,0x4b1B575D89B33c009de99b7d1e1a2989a46f8885,3,140,0.34,2.92,2.96,6.64,7.33,2.91,Male,Zan,Pacer,0.21,30,110,7.43,9,5,3,1243
0,H4T3,0xEef786B73725912401463EdAb4eE5746c3d73d2d,3,251,5.94,4.68,3.09,2.14,0.32,3.05,Male,Hoz,Pacer,0.19,47,204,8.03,3,4,3,569
0,BMW8,0x103c6bDd19768dd8307b84Eb34A309E0750c7368,3,251,0.2,3.58,7.36,1.84,1.4,0.84,Male,Klin,Legendary,0.22,54,197,8.78,10,4,7,1408
0,Surely,0xd7FD969dD2F0bcf9610Eb499CA983895a8792557,4,244,8.41,1.41,0.01,4.25,5.68,0.03,Female,Hoz,Pacer,0.5,123,121,3.77,35,16,13,4717
0,Hugh Gahsole,0xAFCF38505fef1B8ed31548163f388bbebD45f29B,3,251,3.42,7.2,7.44,5.33,5.51,4.98,Male,Campona,Pacer,0.14,34,217,7.33,3,2,6,559
0,RDG #372,0x664Fe01207Dc37C84A97A8dCdC28bCc1Da6bEE57,3,241,6.81,8.01,6.02,8.63,8.69,7.42,Female,Hoz,Epic,0.16,39,202,7.87,3,3,8,655
0,Miracle [NS.gg],0x930fDDe10c8cDA758232873A8428EF380810843A,3,245,5.25,2.19,8.4,4.37,8.57,0.04,Female,Klin,Legendary,0.34,83,162,6.38,26,11,5,3344
0,Haley's Comet,0x609dc9a18d70B0aA0e95fb37df195dAA5cBaF409,3,264,7.09,3.06,7.93,1.5,4.78,4.49,Female,Campona,Rare,0.26,69,195,6.25,7,16,11,1725
0,Graaape | FGG,0x857D54482f79dD01D0d6a30DfB63E0BaF5e71c9D,3,255,6.08,0.17,6.05,2.3,7.2,5.17,Male,Zan,Pacer,0.37,94,161,4.94,14,17,12,2530
0,Fapta1n,0x2dBC97FAFd68396bf4beC82b89Aa8E78Af2e3077,3,261,0.77,7.15,2.91,0.91,6.46,7.54,Male,Klin,Legendary,0.24,63,198,7.18,9,2,9,1267
0,Until Dawn: Rush Of Blood,0x0a79d70615939cF25653bc3276354462e66Bc395,2,224,0.35,6.61,6.36,3.17,0.53,0.43,Female,Klin,Pacer,0.19,43,181,8.6,12,5,3,1558
0,Sandra Effertz,0xB77669Ca1546A46A70D39db1c6336f3410973aBD,3,243,8.23,1.25,2.18,3.9,4.14,3.2,Female,Campona,Pacer,0.45,110,133,3.51,19,17,18,3211
0,JBA18,0x03336D2cA9D336037500F2148CbCD9C325F03a9F,3,263,0.27,2.8,2.46,1.64,6.76,5.33,Male,Campona,Rare,0.18,48,215,8.07,5,6,6,945
0,Yoshii ExwhyZz RDG 6,0x644d6666387173286a32323Ed0744ED066f07eA2,3,254,3.03,8.35,4.88,0.4,5.91,4.4,Female,Campona,Pacer,0.15,39,215,8.41,4,7,2,780
0,TERMINATOR | EMGG,0xd6257B3d1BDaE27A6759b300B42b4EbF07268c78,3,252,0.55,8.29,3.79,6.42,7.79,8.23,Female,Campona,Pacer,0.31,79,173,6.39,11,13,8,1935
0,LsD~TurBo,0xB8A8c8E4fc0C9CD84B1DDe9412302b8B66A6d0D7,3,167,1.25,3.39,6.54,2.25,6.79,7.25,Female,Zan,Epic,0.21,35,132,7.84,6,6,9,1128
0,LeviAckerman,0xc1EC3D1d02A858266B0f862c4297C836225136eD,3,242,3.96,6.01,6.91,7.5,5.5,8.15,Male,Hoz,Pacer,0.17,40,202,7.67,3,9,8,919
0,Based Emerys II,0xF24530D32698787bbAc318E30258e84Aa880d93b,3,262,8.6,5.02,4.57,1.51,0.41,6.23,Male,Hoz,Pacer,0.23,59,203,7.61,11,9,7,1733
0,Snapp | SGN,0x3d71f8b5772c8f13f413DE5f4F071b73Cb92bDA3,3,250,8.95,7.46,8.4,5.51,3.9,3.54,Male,Zan,Legendary,0.12,29,221,9.25,1,1,6,305
0,Metazodiac,0x9CF564a3Ea07DBB6f3260b1eB82ECA98cFd2C8DB,3,257,4.29,0.15,8.33,4.77,2.31,6.19,Female,Zan,Founding,0.24,62,195,6.45,4,10,12,1172
0,AguS,0x02502129d0DbdeA8b011821cB1Ee2E3AA1259Fa8,3,262,1.16,5.07,4.41,7.79,6.56,3.23,Male,Zan,Pacer,0.2,52,210,7.51,5,4,8,909
0,Black Canary,0x4Bacf5BfCF9ED1E45ca1a63f585FA301778a1872,2,219,3.73,1.05,4.61,4.66,5.55,4.44,Female,Zan,Legendary,0.22,49,170,5.87,3,12,6,999
0,ð Octo Pussy | AK ð¥,0x3e150862FaB2ea9883a271B76a5966559b32C6D2,2,251,6.59,7.93,8.34,4.46,4.22,3.55,Male,Campona,Pacer,0.14,36,215,8.55,1,4,8,489
0,Ellis Wilkinson,0xB0cAaD6317e2a57dCd15afaD4c691EB701167672,3,102,2.48,2.16,1.99,6.63,1.93,7.62,Male,Hoz,Pacer,0.36,37,65,7.73,16,11,10,2424
0,RHINO,0xD680a3B85f4e4e6D8F3C575B9599aDa23eb6f65a,3,202,1.32,0.48,6.59,8.09,7.57,0.23,Male,Klin,Pacer,0.26,52,150,8.15,8,10,6,1436
0,VANGUARDS|GENESIS,0x573D7a39D4034aDa282307761DCF4290f3649Cd8,2,241,7.43,1.09,6.27,7.07,8.73,0.59,Female,Campona,Pacer,0.45,109,132,5.01,40,11,7,4866
0,HARI-14,0xe14edd458AF0dC17Dd585194e298d92564F6e13F,2,240,4.84,3.52,0.08,6.32,6.98,3.36,Female,Zan,Rare,0.28,68,172,6.53,12,5,14,1844
0,Sabryna Koepp,0xb7dd9C6370e70325bd9177046ADC6B083aA666e4,3,246,0.02,7.69,4.8,8.08,2.84,8.17,Female,Campona,Pacer,0.26,65,181,7.73,11,8,6,1663
0,Happy End,0x5BAE1a09c64fd23F42F24bB2692534065aCEB4a9,1,156,7.56,0.0,8.69,7.64,2.91,4.03,Male,Hoz,Pacer,0.35,55,101,4.51,17,13,16,2773
0,Gaia  ,0x397E9B88cdC546fc82109998fc6c07ac1752ae0B,2,252,6.86,2.38,2.36,0.09,3.49,7.92,Female,Campona,Rare,0.3,76,176,6.08,14,13,12,2354
0,Nadine Lustre,0x06C5bCE75F1839475f928075D0aF1286847DfE46,3,256,4.32,8.25,3.94,3.02,6.46,5.57,Female,Hoz,Pacer,0.14,35,221,7.89,2,3,7,524
0,dede,0x07Af6F2DbC7170535Fd80Bf5eC1A1aC0ff5c6930,3,257,4.21,3.21,8.97,0.1,6.18,8.64,Female,Campona,Pacer,0.27,70,187,6.93,15,14,8,2399
0,OSO I CMA,0x837C68f834170EaeD28547B0a46ECBB923987127,4,251,0.71,8.98,8.43,0.69,5.97,5.39,Female,Campona,Pacer,0.25,64,187,6.38,5,12,15,1443
0,Phantom Menace,0x467Ca59e5dB23c8D91d997bb5844d384340cFFdA,2,75,6.74,6.11,6.21,2.78,0.76,4.86,Female,Hoz,Pacer,0.24,18,57,8.029411764705882,6,1,8,882
0,CRICKET,0xcC0BBAd66F16c1d82e0da5c9F0A6Fa10A240E6d4,2,254,3.77,3.16,6.24,2.63,4.83,5.79,Male,Klin,Pacer,0.18,45,209,6.99,4,3,8,760
0,Rares,0x609F10EF05e5b068382d1a6D68409b437160d064,3,245,5.51,2.37,7.3,5.64,7.54,8.59,Male,Klin,Rare,0.29,70,175,6.0,17,17,7,2715
0,PathDAO | 055,0xdc2bB0423fA2e23bE67f771A8C1499888bb168C7,3,144,6.14,0.69,7.8,3.47,2.36,7.8,Female,Zan,Pacer,0.28,41,103,6.26,18,6,6,2310
0,KF 28,0xc0C6fdd7F1ed11585881eB259b13da4443729E6c,3,217,6.21,0.6,7.28,2.41,5.21,3.13,Female,Klin,Pacer,0.4,86,131,4.48,18,16,15,2984
0,Too Hot to Trot,0x070f7D639bED7b25e3edfB1D9f85d7d742FA5E19,4,242,7.25,7.66,4.36,3.25,2.28,6.66,Female,Klin,Pacer,0.14,35,207,8.99,1,4,4,385
0,Z8 | Z | RDG,0x0804d6977294eE8B005b9cDCe8EbD53857feF279,3,259,8.84,3.8,2.53,3.48,3.73,7.43,Male,Zan,Rare,0.3,77,182,6.4,11,12,10,1943
0,Doughnut,0xB0191813290b66732F1f6D8aB1C69D956904363E,0,240,3.6,2.45,3.13,3.44,0.38,7.71,Male,Klin,Legendary,0.25,59,181,7.36,16,10,3,2198
0,BGG | Hoz #139,0x428b3d74b3778Db893686622186135c55E77FaC5,3,249,3.84,2.99,3.66,0.8,4.97,1.1,Male,Hoz,Pacer,0.29,71,178,7.16,12,9,9,1890
0,SCAN,0x68CdaEA21E70a177aB5544c170523284f41C2f68,2,242,6.53,0.91,3.71,1.93,0.61,8.88,Female,Campona,Pacer,0.32,78,164,7.29,21,7,4,2617
0,GuildFi Pega 0064,0x46C471c80297A59295430a5ba9f41E319B931dA2,2,241,6.12,4.25,6.86,3.87,0.77,8.6,Male,Klin,Founding,0.24,58,183,7.88,15,8,8,2135
0,Redd2,0x174f2f0f17aA73f5947A3BaD409F7B621dB5b790,4,252,4.35,2.12,8.13,1.92,5.84,8.13,Male,Zan,Founding,0.29,72,180,7.2,9,11,9,1663
0,Furia84,0xfD6B1db6950e8d810ECEb78463957e27eEEEf10D,2,257,6.14,1.25,8.97,8.57,1.38,6.28,Female,Zan,Rare,0.32,82,175,5.72,17,13,8,2565
0,Ready Corey,0x35836A161BC292B241a3BbbBc3BB065b325EB0Bc,1,258,5.37,8.38,6.98,8.59,5.1,1.61,Male,Zan,Founding,0.18,47,211,7.58,6,3,11,1048
0,LaferrÃ¨re,0x6788091CcCC454Fe821991Fbd71a2DA48922bd87,3,247,6.76,1.21,3.06,2.24,4.11,6.62,Male,Hoz,Pacer,0.4,100,147,4.53,14,22,12,2750
0,Phantom  ,0xaf5b2D70Dd75fF8CA4172C5bfF7A1482d27BcF39,3,260,8.58,0.42,0.36,5.12,5.38,5.05,Female,Campona,Pacer,0.48,125,135,3.67,30,12,18,4146
0,Takumi,0xA22598d1592F0D3E36F1edC0e5852C64C3C8a25A,3,227,0.61,4.11,1.57,2.09,3.56,3.64,Female,Hoz,Pacer,0.1,23,204,7.77,2,1,5,384
0,ONYX RACER,0xd56754B2CF66eC85d86A61BcC1e538D952b75Fd9,4,254,7.52,6.05,8.23,3.08,7.5,1.7,Male,Klin,Legendary,0.3,75,179,6.61,15,20,6,2611
0,ROCK  ,0x2bEA3f73798dbAF00741919702F420b895258A29,3,258,7.85,5.83,3.22,1.73,4.62,6.14,Male,Klin,Pacer,0.15,38,220,8.12,3,4,5,621
0,ð¸,0x4C6ef8eca64E9a1b1d07Acc5355027EcB2FaE7f9,3,255,7.18,3.36,1.29,3.49,7.72,5.35,Male,Klin,Epic,0.27,70,185,6.48,11,10,4,1699
0,Dax Kassulke,0xAFf3d8bbDE3B450598d2B1C6e4620DBE805FFe6a,3,193,2.54,3.51,2.3,0.21,5.72,1.28,Male,Klin,Pacer,0.24,46,147,7.01,8,8,10,1452
0,Galunggong,0x9912b7610D5424d02cb0ab9Ae327e94a98cE3abC,4,259,5.08,8.34,5.24,3.38,0.53,5.56,Female,Hoz,Rare,0.2,53,206,8.65,7,6,5,1129
0,Carmina Villarroel,0x92F1B7e92332aEE61972E03c96cD5f23bCe8cFCb,3,262,6.87,4.47,3.49,7.15,0.9,3.94,Male,Hoz,Pacer,0.24,64,198,6.85,8,11,8,1532
0,The Terminator,0x1aa4A86cFcD3032478FE710b41511C7035befF4c,3,254,7.41,2.71,7.69,5.49,7.68,3.29,Female,Campona,Epic,0.36,91,163,5.03,21,19,11,3327
0,LUZIAMIA,0xB24Bf819327dc8Ffbe5126Eef00F4dA6542b4371,3,253,0.43,2.73,1.71,0.94,2.53,7.22,Female,Campona,Pacer,0.19,47,206,8.68,7,2,9,1057
0,HNT,0xde208627B38b9795284efCc14D8B8C313462876A,1,261,5.13,2.2,3.99,0.9,7.67,0.36,Male,Zan,Rare,0.38,100,161,6.66,23,10,10,3115
0,Miles Yost,0x4C30F4ba928B8D5Dfa73Dd3932A0e4a303B3C8aF,3,258,2.05,4.15,0.18,4.69,4.09,2.17,Female,Campona,Legendary,0.19,50,208,7.4,6,6,7,1076
