,name,ownerAddress,breedCount,pegaTotalRaces,speed,strength,wind,fire,water,lightning,gender,bloodLine,breedType,winRate,win,lose,avg_position,firt_places,second_places,third_places,total_rewards
0,Birdy59,0x687Ca28b42096b1F6B2c9147c9eb69c2da1E2Cd9,3,288,5.07,8.1,8.39,5.16,2.18,2.49,Female,Campona,Pacer,0.15,43,245,9.09,4,7,2,780
0,RNG | XIV,0xA0471554a4bD6c0BbAe768ACf8b2B1076620D0D3,3,272,4.4,6.89,6.25,2.71,7.62,1.2,Male,Hoz,Pacer,0.29,78,194,7.4,10,13,6,1778
0,Mythical XXX,0x8E8a7Ed33004ed4ab3F3b102c54F2823a4107586,3,255,7.07,6.73,7.0,0.72,4.2,4.07,Female,Hoz,Pacer,0.16,41,214,8.34,5,4,4,805
0,Chaos Knight ð,0xc136F213e4293DD909FC20c7308e772fDB0787BF,3,258,7.79,0.44,3.86,8.35,1.78,1.78,Male,Campona,Pacer,0.47,121,137,3.6,26,24,8,3994
0,Birdy,0x85F5F09Db583e45ebaC05cD9a10370279804222f,7,265,6.19,6.71,6.97,2.64,6.33,2.19,Male,Campona,Founding,0.27,71,194,7.81,6,11,9,1348
0,Thora Rippin,0x6C6b712C0F717C3A8476628467b0eaEACFf0C193,3,227,8.44,4.72,0.49,4.32,5.92,5.88,Female,Hoz,Pacer,0.22,50,177,6.98,8,10,7,1462
0,Neighbelline,0xaf22F1DD479F3444B7d9D0D44623a8143c85b590,2,274,6.72,6.12,3.68,4.17,6.75,3.12,Female,Zan,Pacer,0.15,42,232,7.06,4,11,7,1086
0,Georgie,0xeb1dd739b311e8F69531903EF7Bab874718605f1,2,266,5.91,0.26,0.56,6.45,8.23,0.57,Male,Zan,Pacer,0.47,125,141,6.23,29,18,8,4045
0,vryrus03,0x2f6A0594380d98d27a3Fc935504e2749c3dEEB76,2,274,2.27,4.05,0.33,5.24,0.42,7.28,Female,Campona,Pacer,0.38,105,169,7.47,19,14,4,2715
0,Qee | RDG 226,0x2F68Cd6609D37ee9e3eF804F5D9AE23CEa947e1f,2,272,4.11,2.88,7.92,3.4,7.63,6.68,Male,Campona,Pacer,0.19,52,220,7.26,5,6,7,971
0,Capricorn||cast,0xAad4a7bf32372cEfBCBA868B482CeA4CB20309b0,3,270,5.74,0.95,6.68,7.22,6.54,3.76,Female,Campona,Pacer,0.36,98,172,4.61,7,25,12,2147
0,Rose A8,0x68AcD23033C0F0029d9a42a00133De3D877ef8e8,2,267,3.76,1.76,0.57,6.92,3.68,0.18,Female,Hoz,Pacer,0.31,83,184,6.56,15,10,6,2171
0,Bodega Pega,0xfD1f808c08951E4da5707A15751F61Fb00e6C094,3,219,0.67,0.68,2.42,3.31,3.92,6.13,Male,Hoz,Pacer,0.12,27,192,8.61,4,6,4,788
0,Saudi,0x618c5758cee43952D7E1856e1C313127C8448704,3,273,4.62,8.0,2.33,5.79,1.56,4.74,Female,Hoz,Pacer,0.17,46,227,8.81,9,2,4,1137
0,Alabama Hot Pocket,0x457bE621b2c6F3C71E117fD1FafD0dB0e2a09509,2,272,3.4,8.79,2.57,3.31,7.78,0.9,Male,Klin,Epic,0.23,62,210,7.6,5,6,14,1153
0,AD SILVER 001 | Fendi,0xbffD9CF2009d50Fd0e1c07A80463bA72ce984B3E,2,254,7.07,7.18,4.44,5.49,2.73,2.14,Female,Hoz,Pacer,0.12,30,224,8.87,2,2,1,324
0,Malacca,0x3fcCd6c104d007C354Da93aFf7d2526b5Ca01A42,2,267,4.05,5.2,5.58,1.1,5.38,8.83,Female,Klin,Pacer,0.22,58,209,7.86,7,11,4,1323
0,Kashi,0xEA5127e39322daF3f2CB7B0247447ca91546E9Cf,2,275,6.68,3.6,8.71,5.69,0.19,0.17,Female,Zan,Rare,0.23,63,212,7.87,13,5,6,1741
0,BEASTT,0x2609c76A1CfB42506A0A09CC9e00F44671B5B826,3,274,2.19,5.79,4.84,0.59,5.9,7.42,Female,Campona,Pacer,0.21,57,217,7.62,5,10,10,1225
0,Main Gauche | TCG,0x395371E9428cFAa7072207CD818C59069Dbd0890,3,264,6.96,8.91,7.22,6.11,4.05,6.87,Male,Campona,Pacer,0.13,34,230,8.74,2,3,3,420
0,Turbo Blink,0x0bd1d28aE7875acB64Daae96E26073361222eBED,2,272,1.08,0.83,1.05,3.31,8.42,5.07,Male,Campona,Pacer,0.18,50,222,7.9,10,5,10,1530
0,Nahar,0xd7FD969dD2F0bcf9610Eb499CA983895a8792557,4,259,7.06,5.83,4.96,1.02,7.92,0.66,Male,Hoz,Pacer,0.31,80,179,7.62,13,8,10,1977
0,Sovereign | ZD,0x2e1fAD58cEDB88cf466422997b35855b8c51070B,4,266,6.22,5.03,3.32,5.28,6.89,0.61,Female,Zan,Founding,0.34,91,175,6.11,16,11,15,2554
0,FOXTROT,0xdDfdcEeC83d6070D50C070010E3be702225da39E,3,134,3.15,2.77,6.01,1.67,1.43,5.64,Male,Hoz,Pacer,0.16,21,113,8.38,4,8,3,850
0,Babieca,0x6C8DAC58d35F630FCC37e4CEC4d0CbD6CF849E85,5,239,4.18,3.09,7.4,3.27,0.5,1.03,Male,Klin,Founding,0.25,60,179,7.6,11,9,4,1655
0,El Salvador,0x15E97e9D9e5aC247bBFaE4e7e39c634ba60E610f,6,169,8.45,3.13,3.06,0.15,1.64,7.14,Female,Zan,Founding,0.31,52,117,6.18,14,14,8,2294
0,Pegassy the swassy,0xfb1011Acf27D4e5f2F5A96F70684dEe033F59146,2,272,2.64,1.59,6.07,8.79,2.81,7.45,Female,Hoz,Pacer,0.23,63,209,8.4,8,6,6,1260
0,iSoLaTeD | EPC,0xBc5Ee56AF44108747E64bEDCECD373E50f148880,3,233,6.85,5.36,3.47,8.77,6.06,2.76,Female,Klin,Pacer,0.17,39,194,7.66,2,6,8,682
0,Seraphim | 24,0x0d52B3f66875c266a8f87E0a4f2BA4a6A99226b0,3,253,1.04,1.27,8.58,3.66,0.67,2.2,Female,Zan,Pacer,0.15,38,215,9.35,4,4,4,700
0,Finn Shelby,0x837D720fD751Eccc124D0157334acD0177F71aF2,3,280,8.57,2.66,8.62,7.99,2.66,2.61,Male,Campona,Pacer,0.38,107,173,5.24,16,14,14,2660
0,JohnSnow ,0x6008a5c0b92D18b9F3ABbc592ea0f4C4eA40a189,3,271,0.03,6.5,3.98,3.1,5.77,4.13,Male,Zan,Rare,0.18,48,223,7.16,5,7,8,1041
0,Sonicles,0x16776707FE06CfFAd673D0C5b1358f84a6Aa0C95,2,58,3.77,2.14,5.79,5.55,7.2,4.15,Female,Campona,Pacer,0.38,22,36,5.25,8,4,7,1198
0,AMSTERDAM,0x1c494238F26eAC2f16f77FDD7AD1fc6AC62ADD87,3,271,8.67,4.73,6.44,1.38,8.14,7.27,Male,Klin,Legendary,0.26,71,200,7.0,13,9,10,2021
0,Trempette,0x65fcCD35ca616F25466EDaC9Ca7C67e15e4C5ed6,3,273,3.48,7.3,6.76,7.57,5.85,3.85,Female,Campona,Pacer,0.19,51,222,7.51,4,3,10,812
0,gilligans island  164,0x30a6A5a69b38017ABB0C9F1871b9301B23c52134,3,274,7.89,0.8,7.19,6.07,3.0,5.06,Male,Hoz,Pacer,0.36,99,175,4.06,20,14,16,3132
0,Soul Survivor,0xe4ab6326b8b9ECa1E8361C18F48742e9D9C84FF0,2,77,3.7,7.36,4.86,3.94,0.21,3.28,Male,Campona,Pacer,0.21,16,61,8.519480519480519,1,7,8,621
0,Khrismabilis,0xD2358FB5E3c78d21de906Ca32644C174B3878Ac0,3,267,8.34,5.85,0.83,6.02,7.23,0.04,Male,Zan,Epic,0.26,70,197,6.72,10,10,13,1828
0,Jiapotpot 004 | RDG,0x71DdF9AcF07d4b10d6E6318A913f2F9Ea4A0353E,3,272,7.83,2.56,5.97,0.18,0.45,3.39,Female,Campona,Pacer,0.29,79,193,6.09,7,10,10,1435
0,Papi,0x845BD11E4E57F22580B22fe4AA0FAEcA67BA5155,2,250,8.38,5.52,8.49,0.67,7.12,5.37,Female,Hoz,Pacer,0.2,51,199,8.34,9,4,6,1277
0,Haile,0x2B70891209Cc41Aa3bb608c3F9c3d64C2d284269,2,270,8.57,4.37,8.07,3.35,7.82,5.55,Female,Zan,Legendary,0.28,76,194,6.4,15,11,10,2319
0,Rupert Vartanian,0x31A14626579c3197B43DE563128c2171F4F840aD,2,231,8.71,6.98,2.61,5.67,6.59,2.24,Male,Klin,Pacer,0.15,34,197,7.71,2,4,6,542
0,DRZ | Bise,0x4273121c12DDb977563aFF8FBFe29b9F09A72D45,3,268,2.92,7.58,0.02,3.07,6.97,3.03,Male,Hoz,Pacer,0.13,35,233,7.51,6,3,10,1022
0,Speedyblock,0x7799d0840016e71DC8DA5d06959A7f9e4324476D,6,272,1.86,5.79,0.6,1.93,4.55,0.85,Female,Klin,Founding,0.21,56,216,7.68,6,2,10,978
0,BlackStar | Puti,0xb74067B80C3637F77BF3AF5DDEFb3e2F9b20d391,3,66,8.61,6.55,3.86,4.72,0.26,4.09,Female,Hoz,Pacer,0.15,10,56,9.338983050847459,2,3,3,420
0,RDG #840,0x664Fe01207Dc37C84A97A8dCdC28bCc1Da6bEE57,3,272,6.59,3.62,6.11,5.9,0.14,7.65,Female,Hoz,Epic,0.29,78,194,8.01,16,7,5,2118
0,Blitzen | 11.11,0x02842B4AC9202A1256e631031B411fBEE6B25764,2,269,3.9,8.69,0.93,4.83,4.19,8.54,Male,Zan,Pacer,0.25,66,203,7.97,10,9,3,1524
0,Genesis Infinity 090,0x8Ff09857beaFa17bEfdC09c4C0A6696599254c96,2,273,7.26,5.1,2.74,1.85,0.47,4.49,Male,Campona,Rare,0.15,41,232,7.5,4,9,2,868
0,Ragnaros  | KDS,0x08ef1a3a2428c7a0ca92fA248B012f07F676BA95,1,207,5.39,0.61,0.09,4.72,6.94,5.74,Male,Hoz,Pacer,0.4,82,125,4.89,23,13,13,3325
0,RDG #26,0x664Fe01207Dc37C84A97A8dCdC28bCc1Da6bEE57,3,255,2.75,3.05,3.98,8.04,6.64,3.09,Female,Klin,Legendary,0.2,51,204,6.61,5,6,11,1075
0,Papa Ed I CMA,0x963E5466AEa449Bf462A278439F3b1FC6ACbF69c,3,271,6.08,4.94,6.86,1.37,1.16,7.49,Female,Campona,Pacer,0.21,58,213,8.24,11,4,9,1565
0,plantain,0x940ea9163Ab18569908facb9f4a05E977f1F5E0C,0,183,1.68,0.15,2.2,8.63,0.19,3.01,Female,Hoz,Pacer,0.22,41,142,8.19,11,7,9,1697
0,baby 3,0xe1867A7E151507F8904235Df02a1AadE0085Bea8,2,273,2.41,4.66,3.35,2.94,2.88,5.04,Male,Campona,Rare,0.15,42,231,7.54,3,5,11,821
0,SLPseeker,0xFfD67BB573bb4B331F5509a7a54ba7491405d365,3,254,1.96,4.48,6.38,8.04,3.3,0.06,Male,Hoz,Pacer,0.25,63,191,7.69,12,10,9,1934
0,SW | DEMIGOD â  59,0xeBb2362480E2226D1d6B97d541474Fb808607C74,3,220,2.95,8.97,0.06,0.92,7.49,5.9,Female,Zan,Pacer,0.23,50,170,6.9,7,6,12,1311
0,petit Camponasson,0xdDfdcEeC83d6070D50C070010E3be702225da39E,3,267,0.88,5.22,3.13,2.64,8.33,5.31,Male,Campona,Epic,0.19,50,217,8.18,3,6,6,735
0,PEG | Zara,0x9c889F73F3F71C3850cB2Fa95Fd668efcA4784d1,3,266,1.64,5.06,3.26,8.96,8.32,2.65,Male,Klin,Epic,0.27,73,193,6.37,11,8,11,1793
0,Douglas MacArthur,0xE74E3d70db549eD49378efF789976607e2e8A4cE,3,236,7.57,2.84,2.81,6.63,4.02,2.89,Female,Klin,Pacer,0.3,71,165,5.45,7,14,12,1663
0,PG | PHOEBO,0x4D65C503BdE17CAdF543Df4C6d8AC0Da28B099D4,3,271,0.31,2.57,7.84,6.6,1.45,5.97,Female,Klin,Pacer,0.15,42,229,9.1,2,4,6,542
0,GRITZ,0x0DA82274Eff97beCD685F06AE315A1533F3E4e98,3,258,1.99,6.03,5.75,0.69,0.57,2.12,Female,Klin,Pacer,0.17,44,214,7.89,1,7,10,673
0,Zan ni benn #37 | real deal,0x664Fe01207Dc37C84A97A8dCdC28bCc1Da6bEE57,1,275,3.56,8.88,4.07,0.27,4.26,0.62,Male,Zan,Epic,0.14,39,236,8.99,5,7,1,859
0,SAN LAZARUS | #255,0x476F1C6775e4add75632A8b5da8cFC29d500fA56,2,241,2.33,6.63,6.82,6.99,7.33,5.68,Male,Campona,Pacer,0.21,50,191,6.93,4,5,10,900
0,Dolores Herzog,0x61eACe08A6Ab82a12bFFaA54cF538020e33644FF,3,5,4.57,0.89,7.4,3.88,0.65,0.02,Female,Hoz,Pacer,0.4,2,3,7.2,1,1,0,149
0,Z-9,0xfFCB363DA2794f9a4C5A88c1B8F2B6FF0cfbBcD5,2,263,4.56,5.3,3.32,3.92,3.8,4.03,Female,Zan,Pacer,0.17,46,217,7.51,6,4,5,936
0,Xmas Present,0xAEC93089980Ea0800a7aE76A85dfd325A2CBa8e8,3,241,3.33,8.91,8.18,3.58,7.82,3.2,Male,Klin,Pacer,0.24,59,182,7.53,6,10,13,1408
0,Top tank â¢ HG,0x6AF7AfeB53593CCF8D1De3018d0D854Eae6fa1cf,2,264,5.58,4.26,8.26,8.76,7.84,7.07,Male,Klin,Pacer,0.16,43,221,7.06,2,6,9,708
0,Slew oâ Gold,0xd74C90F6394366308A3707E70387A007985C0B0d,2,262,7.24,5.33,0.03,7.46,3.5,8.09,Male,Campona,Legendary,0.29,75,187,8.07,15,8,7,2109
0,Roudoudou,0xa990671B1fBBBAd63910D0Bdf70473B2e9a5f45B,2,271,3.69,3.62,1.84,4.22,7.09,4.09,Female,Klin,Epic,0.26,70,201,6.5,7,10,11,1461
0,Gilgamesh     ,0x572d19F3FCe79Ea71B3Ceb5D7fae9083D65012d5,2,262,2.38,4.24,7.2,4.74,7.6,5.74,Male,Klin,Epic,0.18,47,215,7.44,1,6,8,577
0,Ova Hyatt,0x67E7eBd78a514299a2ab43cdbB7A2c5A437A142D,3,265,7.71,5.19,1.05,3.6,1.69,8.92,Female,Hoz,Pacer,0.25,67,198,7.45,18,7,9,2432
0,KGX | Sweep,0x97B197A76e7C4AfF511D0D4e7a313C2b1870994F,3,272,2.55,6.14,8.06,6.12,0.1,8.01,Male,Zan,Pacer,0.19,51,221,9.48,10,3,3,1260
0,Dreadnought Horse,0x0C8E41239d51261e9C82e195a9Dce551C2FFD742,2,278,2.17,2.52,0.84,8.84,2.29,6.55,Male,Hoz,Pacer,0.28,77,201,8.41,10,14,6,1822
0,SAXPH | #84 SLOWKING,0xaBA22d8f5EF8E1748773bAd91859363Def1201b9,3,267,3.32,8.57,0.33,8.4,4.86,1.48,Male,Hoz,Pacer,0.16,44,223,8.48,8,4,5,1146
0,Real Deal 120,0x664Fe01207Dc37C84A97A8dCdC28bCc1Da6bEE57,5,274,3.42,1.46,1.33,1.39,5.54,1.72,Male,Klin,Founding,0.31,84,190,6.09,12,10,9,1934
0,Corola,0x67fFAAE02827F1C63B9777A5Dad0f77Bf019009f,3,266,5.69,8.87,6.53,0.04,7.13,0.67,Female,Campona,Pacer,0.25,67,199,8.24,13,7,6,1829
0,Austinone,0x8E940288dEFb96118EB5C132DF177005f6d7e6ED,4,220,5.94,0.28,4.61,4.88,0.41,0.42,Female,Campona,Legendary,0.31,68,152,5.36,20,10,8,2748
0,EURUS#016| KLT,0xcFa58c2E77BdD3aCf3192190e54B528b7686A1EF,3,243,4.49,1.71,8.47,4.1,7.89,5.15,Female,Hoz,Pacer,0.28,67,176,6.18,9,14,10,1821
0,Aula,0xC4932eA0ac29fe959DC3dEcf37357Bb24264d39e,4,258,6.06,7.19,0.64,8.52,2.52,3.85,Male,Klin,Pacer,0.16,42,216,8.82,2,4,4,490
0,YeshKing.GG69,0x960B14ac86757D4EDb758131DD2409957312bAEA,2,269,4.34,7.8,2.34,7.21,0.39,0.27,Male,Campona,Pacer,0.2,54,215,8.84,6,9,5,1156
0,Diamond Blazer,0x98AcF26ABc61e6b435D7fdE53E22389686bc9d76,2,271,6.88,1.44,2.45,1.37,8.27,4.48,Male,Zan,Pacer,0.4,108,163,4.79,32,6,10,3884
0,Murcielago | CDI,0x75e787D9a7a2a7Ace515433CC0455ba901148C78,4,271,8.89,4.57,8.83,0.97,8.15,0.59,Female,Hoz,Pacer,0.41,110,161,5.98,28,19,11,4062
0,CryptoKnights  XXX-11,0xdd89D57B531e3C908E36d1630f4b140c4f2F31b6,2,271,3.7,6.31,4.06,0.19,6.77,2.8,Male,Campona,Pacer,0.22,59,212,7.05,8,10,9,1514
0,Cy 5,0xdA007F7eE10fA55E19E70c5be78631E9b24c88BC,3,270,2.17,4.26,2.71,5.67,3.04,6.56,Male,Hoz,Pacer,0.25,67,203,7.87,9,10,8,1593
0,165 PathDAO,0xFfD67BB573bb4B331F5509a7a54ba7491405d365,3,270,7.35,7.64,2.96,4.33,5.83,4.3,Female,Hoz,Pacer,0.13,36,234,8.1,1,5,3,403
0,Little Big,0x355eFB1EDF1ca3709185D52A5Ba499E6fD821115,3,275,3.1,7.08,4.5,8.59,4.66,1.4,Male,Klin,Rare,0.28,76,199,6.73,14,10,7,2092
0,Lulu Osinski,0x1760B4AF7680972e39Abdf4B93A39AcB0D0a6653,3,225,1.44,8.1,3.47,7.74,0.78,4.88,Male,Hoz,Pacer,0.21,48,177,8.06,8,4,12,1328
0,Cheyenne,0x27880D879D57161c850a8742b83Ae8f0522FC1eD,3,268,8.81,2.23,5.52,2.87,8.65,5.85,Male,Klin,Epic,0.34,91,177,5.09,20,4,17,2718
0,Malacca,0x3fcCd6c104d007C354Da93aFf7d2526b5Ca01A42,2,267,4.05,5.2,5.58,1.1,5.38,8.83,Female,Klin,Pacer,0.22,58,209,7.86,7,11,4,1323
0,Alyceea,0xEd679c5f8fA2A434DB0822a63705E26aB8EDAB07,3,266,2.58,0.7,5.65,1.29,2.78,6.66,Female,Hoz,Pacer,0.21,56,210,7.95,3,9,5,841
0,MOON SUN,0x34f1AF96EE9d650A4dfB22D1c3B51022901Be186,2,276,1.05,6.73,8.1,3.41,6.62,3.47,Female,Campona,Rare,0.2,54,222,7.52,3,5,11,821
0,Shadowmere,0xC2770A68e92E6271cc64AA84d302CCBDb294FA24,4,271,3.12,6.81,2.1,5.61,4.5,5.02,Male,Klin,Founding,0.17,46,225,7.0,4,9,7,998
0,Vex,0x382972c009269a001c1ee871DAbF8145F3872c35,4,251,5.37,0.47,6.09,6.79,2.91,8.13,Male,Zan,Founding,0.31,79,172,6.5,18,8,5,2372
0,ImSy | Pearl,0xd68962B0084596A00a227dFCC56A8245aA0679b1,2,284,0.69,1.88,5.02,4.6,6.56,8.47,Male,Campona,Rare,0.17,48,236,8.22,1,3,11,523
0,Real Deal 308,0x2F68Cd6609D37ee9e3eF804F5D9AE23CEa947e1f,4,265,5.57,7.81,1.29,7.38,4.73,5.79,Male,Zan,Founding,0.2,52,213,7.69,3,8,4,771
0,P48 | Daxie Guild Thatiana,0xf16A6971DE4166CCb4dA0C927b03Ee2D60a2438B,3,265,2.46,0.21,0.96,5.55,4.95,2.26,Male,Campona,Pacer,0.3,80,185,5.99,7,15,10,1655
0,Compana Power,0xA7af30ACd22EE1E8A900d6b35877e176f7c22d46,3,263,7.65,3.33,0.52,0.7,3.38,1.3,Male,Campona,Pacer,0.31,81,182,6.27,6,12,11,1444
0,NFT Town,0x070f7D639bED7b25e3edfB1D9f85d7d742FA5E19,3,273,0.03,1.66,4.87,3.78,4.54,6.36,Male,Klin,Pacer,0.11,29,244,8.96,1,1,4,253
0,Sonic the Hedgehog ,0xed5133D76750f23003a53908aa8f01dC82DaA870,3,271,0.24,6.08,1.39,1.84,5.61,7.23,Male,Klin,Epic,0.19,52,219,8.04,2,9,12,918
0,Arsen Ezekiel,0xF366FE810d072691DEEa3d0625bA80dD011eE50c,7,258,3.02,0.17,7.0,2.21,6.41,0.36,Male,Campona,Founding,0.35,91,167,6.47,23,13,12,3299
0,AFG  |  ERIC,0x838774418412E6C7Bb3A42F400F44A49C1416785,3,125,8.52,1.25,2.43,2.97,6.5,1.01,Male,Campona,Pacer,0.5,63,62,4.4,33,14,11,4367
0,Carlos Wisoky,0xA73498EC07503EE43ac420D154Dac5B3e304386C,4,285,1.33,3.27,0.18,0.1,4.09,1.31,Female,Hoz,Pacer,0.14,40,245,8.16,0,4,6,332
0,Wen IDO?,0x6f0a81FA871C82F4aeD42249002371a493BD73F8,3,217,6.72,3.03,4.28,1.91,2.4,1.14,Female,Klin,Legendary,0.21,46,171,6.96,8,10,5,1410
0,Cliffjumper,0x847580c3A495b4206DEe2D0B21c5303c391BD900,3,263,7.72,6.77,4.1,3.4,7.54,8.16,Female,Hoz,Pacer,0.2,52,211,7.88,8,7,6,1304
0,RYE | H25,0xaA14f2E343E1B7Ee311D3f24b68D7381087C7d56,3,287,5.52,5.72,1.52,3.43,6.86,0.59,Female,Hoz,Pacer,0.25,72,215,7.19,11,13,10,1987
0,Leo | SLG,0xCD040d60794Ec7ffBbB506ba0A8f512dffEEa30B,3,272,3.7,8.24,7.12,7.06,6.17,4.05,Female,Campona,Pacer,0.15,41,231,7.01,2,10,6,806
0,Quadro,0x73A5B8f1ABAe7063a0C3aE55F577042a531836fA,4,280,7.47,3.58,7.1,5.31,6.37,5.86,Female,Zan,Founding,0.17,47,233,6.61,5,5,7,927
0,$BETA,0xD9aD361Ee5581f0aF5C307bD97153d1b535C0577,2,111,5.01,4.48,6.24,4.14,6.29,1.36,Male,Hoz,Rare,0.26,29,82,7.66,7,10,11,1461
0,Az.02,0xF51A29DA4F67C63a217BEb05e55265083f1449bE,3,272,3.81,2.87,3.36,6.97,0.36,8.54,Male,Hoz,Pacer,0.29,80,192,8.63,18,10,7,2512
0,Livarise,0x08e83B15404E5A3d90B342D0cd2B64Dc982a56A8,4,273,7.59,5.98,6.01,5.53,8.19,3.96,Female,Hoz,Pacer,0.21,56,217,7.36,3,7,13,961
0,Trung,0xDb6f15FCc400C1EBC81eD1816B144f6D78877c57,2,281,3.67,5.56,1.58,0.92,3.31,5.69,Female,Klin,Founding,0.16,45,236,8.15,4,2,6,664
0,Vee [NS.gg],0x7e258A64e110deBFB9F051A0F013a4979Ba30433,3,269,1.67,7.66,1.3,0.35,5.36,3.2,Female,Hoz,Pacer,0.16,43,226,7.22,4,12,3,1026
0,Zenitsu Agatsuma,0xDC7e76F214E81326ff64561247E6c3bBb409c7DE,3,271,6.29,4.39,4.5,8.91,3.28,3.47,Female,Klin,Pacer,0.24,64,207,6.81,12,6,6,1680
0,Bbullies 03,0x8F7Cd899312B74846286560B62C39176D8DE0272,2,269,2.39,7.72,7.93,2.95,1.33,1.62,Male,Klin,Epic,0.21,56,213,7.97,8,7,8,1356
0,Kholstomer,0x2Cf0c232c0aFdf84d1b05Aac85b02F10261A3f2a,3,270,7.04,7.47,0.08,1.34,8.77,4.58,Female,Hoz,Rare,0.19,52,218,8.38,6,8,9,1216
0,MyKinTin#2,0x882cCBc30aC162bF561DEf7bcfa06630c74505A8,0,273,6.17,3.46,3.1,0.05,8.93,5.87,Male,Zan,Epic,0.25,67,206,7.05,13,6,6,1785
0,Neil Casper,0x0c220813f7Cefa24E299BB08Cd7e1151501f9d22,3,267,8.96,6.76,8.35,8.46,8.31,0.24,Female,Hoz,Pacer,0.24,65,202,7.69,14,14,7,2268
0,PxL | #27,0x185841909f222f2b7cD5B1F3622cbf44173C567a,3,253,5.35,1.47,7.67,4.08,7.36,5.26,Male,Zan,Epic,0.36,92,161,5.78,11,19,6,2147
0,Kimiko,0x72bdb8da063BFe32b610Cd99CF2CC1Ef57a32196,3,281,0.6,8.74,2.25,0.97,8.72,4.21,Female,Campona,Rare,0.29,82,199,6.13,21,11,2,2741
0,Better,0x999ECaa9D4e45D117b46c48bf7ad67efaC2aB9Ff,2,274,0.9,7.54,2.9,3.17,8.74,1.87,Male,Campona,Pacer,0.34,94,180,6.74,14,13,11,2328
0,Regulus,0xaeb6BadbB6e31C66681C0DAeb7A2B31f86eC6404,3,272,5.24,1.12,0.67,5.27,1.46,5.13,Male,Hoz,Pacer,0.32,86,186,6.05,17,11,7,2451
0,ANTEIKU_NISHIO,0x4926bd156BaDD09fD9A07A08c2F3146Ae57cD8b0,2,279,6.79,2.33,8.16,6.7,5.6,1.59,Female,Campona,Pacer,0.33,92,187,4.88,18,19,10,2986
0,Taurus â,0x1Ff2e3B8a8Bd0E98D9c059CB32dbD6a8ebB8c999,2,273,3.09,0.48,8.44,1.49,1.89,1.87,Male,Campona,Epic,0.23,63,210,7.76,8,10,5,1410
0,KNC11,0x8C92EF8E6611db08f0CDbdA0dBBD01E6fBF9FbC5,3,266,8.98,0.83,7.83,8.86,5.81,4.48,Female,Hoz,Pacer,0.44,116,150,3.87,17,23,19,3291
0,Real Deal 353,0x5222d71642E7088C3f33509b2859c0910107D998,4,271,3.12,5.59,0.85,4.85,7.21,3.72,Female,Zan,Founding,0.21,56,215,6.84,6,9,6,1182
0,SZG I RDG sandok 5,0x0Bb2340FD6d0576eed00d42eb4D3cBfE904ebfb0,3,278,2.73,7.93,2.31,2.15,8.62,2.87,Male,Zan,Pacer,0.28,78,200,7.74,11,5,10,1635
0,Kombainas,0x021F5AB10aA51112B27574E66D96FEA88D0ba3ff,3,274,3.4,2.05,0.4,8.41,7.12,2.49,Male,Hoz,Pacer,0.23,64,210,6.91,10,5,8,1478
0,Tsunami | SSG,0xFA7115e9eA62cdBcDc3ab401934AB08A92fFDFc0,3,272,2.06,6.17,1.78,7.29,7.61,7.31,Female,Hoz,Pacer,0.29,80,192,6.97,13,9,8,1969
0,UNO | Big Bang,0xFc90753F8402Aa416527bEFeB0CCf651db46Edaa,3,272,7.48,4.7,8.2,1.98,7.0,7.72,Male,Campona,Pacer,0.15,42,230,8.59,2,0,9,444
0,Oscar,0xcC6D88144348295Cec507f00Bb30D50541605327,2,272,1.45,5.4,7.26,2.36,8.96,3.06,Male,Klin,Epic,0.27,74,198,7.22,18,10,4,2434
0,Omer,0x88c3Ea2A5Bd280257F1f1212F59e940F7c5716c0,3,258,2.06,1.78,2.73,6.33,8.82,0.54,Male,Klin,Rare,0.36,92,166,6.78,22,12,9,3072
0,SPAIN | TCG,0x2474Ae3C514037d928F342B0F11c397868823aEF,4,257,8.47,3.72,5.38,4.27,1.31,5.57,Female,Campona,Rare,0.25,63,194,6.49,12,9,8,1864
0,14 | FS,0x0181743037e03956041C883C917bEBeD23333F3d,3,269,2.71,0.69,8.13,6.64,0.01,3.29,Male,Hoz,Pacer,0.23,61,208,7.79,10,8,3,1480
0,LIGLIG,0x0eAC4B1E1f7748E0347720121d4FfD34A5E8E682,3,270,5.29,8.73,2.85,0.83,0.39,7.92,Male,Klin,Pacer,0.17,46,224,10.0,4,8,3,850
0,Plastique Tiara,0x2c0Eb096553753FfD0FCD8E8E0A77a679b1B414d,2,269,2.29,4.03,3.93,8.08,2.44,7.84,Female,Hoz,Pacer,0.25,66,203,8.11,15,8,5,2057
0,TeaParty | 1,0xEa9D9759C28672B0BA9F1A432F963C635BF324E0,5,266,0.66,3.01,6.3,6.13,6.03,4.01,Male,Klin,Founding,0.12,31,235,7.48,2,5,6,586
0,FASTER,0x92E93A16d1602aEa5f60E2e1455605763Ba6F33F,3,266,1.91,1.46,4.03,0.1,8.0,4.84,Male,Klin,Rare,0.21,57,209,8.26,9,10,2,1437
0,Larue Schroeder,0x0d6DFaDd8054914f1DfaB07b950Cbe191C714EB2,3,71,5.25,6.75,3.37,8.28,7.78,1.92,Male,Hoz,Pacer,0.27,19,52,6.901408450704225,4,8,7,954
